Employee Identification;FirstName;LastName;Starting Day at the Company;Last Day at the Company;Company Internal Title;Employee Reports to;ADEmail;Company Department;Active or Inactive?;EmployeeType;PayZone;EmployeeClassificationType;TerminationType;TerminationDescription;DepartmentType;Division;DOB;State;JobFunctionDescription;GenderCode;LocationCode;MaritalDesc;Performance Score;Current Employee Rating;Annual Gross Fixed Salary (USD)
1 821;Emilie;Hood;2022-12-19;;Production Tech I;Tricia Davies;emilie.hood@bilearner.com;WBL;Active;Full-Time;Zone B;Full-Time;Unk;;Production       ;General - Sga;1980-07-19;MA;Accountant;Female;43 930;Widowed;Fully Meets;3;68459
1 822;Cortez;Pena;2022-03-26;;Production Technician I;Lisa Hernandez;cortez.pena@bilearner.com;NEL;Active;Contract;Zone C;Part-Time;Unk;;Production       ;Wireline Construction;1950-12-24;MA;Groundman;Female;5 184;Widowed;Fully Meets;3;68516
1 823;Abbigail;Blanchard;2021-05-09;2022-11-12;Production Tech I;Karen Pugh;abbigail.blanchard@bilearner.com;PL;Active;Contract;Zone A;Full-Time;Voluntary;Term few fear whom without.;Production       ;Fin & Acc;1960-11-25;MA;Assistant;Male;68 971;Widowed;Fully Meets;3;58771
1 824;Abby;Curtis;2020-01-09;2022-03-10;Production Technician I;Lori Mason;abby.curtis@bilearner.com;BPC;Active;Contract;Zone B;Temporary;Voluntary;Small prove sea foot property father.;Production       ;Yard (Material Handling);1960-03-02;MA;Vp;Male;69 340;Married;Fully Meets;3;78176
1 825;Giana;Moore;2021-05-16;2023-05-14;Production Technician I;Stephen Neal;giana.moore@bilearner.com;CCDR;Active;Contract;Zone A;Part-Time;Voluntary;Plan view month maybe always state.;Production       ;Splicing;1996-12-05;MA;Laborer;Male;45 326;Married;Fully Meets;3;73217
1 826;Giada;Santos;2021-01-31;2022-06-03;Production Tech I;Robert Sanchez;giada.santos@bilearner.com;SVG;Active;Part-Time;Zone B;Temporary;Resignation;Western unit case late investment.;Production       ;Aerial;1941-11-17;MA;Foreman;Female;57 901;Widowed;Exceeds;3;57620
1 827;Jessie;Church;2021-09-19;2022-09-14;Production Tech I;Glenda Williams;jessie.church@bilearner.com;EW;Active;Contract;Zone C;Full-Time;Involuntary;Good technology same cut arrive anything remain.;Production       ;Field Ops;1982-05-21;MA;Operator;Female;18 674;Widowed;Needs Improvement;3;53571
1 828;Kaylah;Ramos;2020-03-01;2022-03-26;Production Tech I;Patrick Hall;kaylah.ramos@bilearner.com;MSC;Active;Part-Time;Zone B;Temporary;Resignation;Break field attorney.;Production       ;Wireline Construction;1983-04-09;MA;Foreman;Male;64 947;Divorced;Exceeds;3;72617
1 829;Camille;Fritz;2020-02-29;;Production Tech I;Joel Flynn;camille.fritz@bilearner.com;TNS;Active;Part-Time;Zone B;Temporary;Unk;;Production       ;Engineers;1987-08-13;MA;Project Manager;Male;37 531;Married;Exceeds;3;104315
1 830;Deangelo;Murillo;2018-12-08;;Production Technician I;Patrick Carpenter;deangelo.murillo@bilearner.com;PYZ;Active;Full-Time;Zone A;Temporary;Unk;;Production       ;Finance & Accounting;1960-11-26;MA;Administrative;Female;78 846;Married;Needs Improvement;3;72746
1 831;Emerson;Gallagher;2022-06-26;2023-06-15;Production Technician I;Daniel Mathis;emerson.gallagher@bilearner.com;WBL;Voluntarily Terminated;Part-Time;Zone B;Temporary;Retirement;End lay return last compare.;Production       ;Isp;1970-10-14;MA;Technician;Female;40 762;Widowed;Needs Improvement;3;77415
1 832;April;Bentley;2019-11-03;;Production Tech I;Bradley Randall;april.bentley@bilearner.com;NEL;Active;Contract;Zone A;Part-Time;Unk;;Production       ;Engineers;1956-06-01;MA;Engineer;Female;70 743;Married;Needs Improvement;3;96473
1 833;Ainsley;Booth;2023-01-01;;Production Technician I;Anita Chapman;ainsley.booth@bilearner.com;PL;Active;Part-Time;Zone B;Full-Time;Unk;;Production       ;Field Operations;1983-12-31;MA;Technician;Female;3 284;Married;Needs Improvement;3;64023
1 834;Dereon;Huffman;2020-07-31;2021-04-05;Production Technician II;Joseph Diaz;dereon.huffman@bilearner.com;CCDR;Active;Contract;Zone C;Full-Time;Resignation;Child lose recently.;Production       ;Project Management - Con;1978-09-13;MA;Coordinator;Female;80 929;Divorced;Needs Improvement;3;59246
1 835;Colin;Cherry;2021-09-10;2022-07-19;Production Tech II;Danielle Reyes;colin.cherry@bilearner.com;EW;Active;Part-Time;Zone B;Temporary;Resignation;Strategy word southern.;Production       ;Field Operations;1982-11-25;MA;Laborer;Female;5 480;Single;Needs Improvement;3;63477
1 836;Karla;Hines;2019-06-19;;Production Tech II;Daniel Hardy;karla.hines@bilearner.com;MSC;Active;Part-Time;Zone B;Temporary;Unk;;Production       ;Field Operations;1971-01-14;MA;Laborer;Male;35 394;Divorced;Needs Improvement;3;72493
1 837;Colton;Decker;2021-08-16;;Production Tech II;Michael Graves;colton.decker@bilearner.com;NEL;Active;Part-Time;Zone B;Full-Time;Unk;;Production       ;Project Management - Con;1975-06-17;MA;Technician;Female;5 981;Divorced;Needs Improvement;3;57983
1 838;Jayleen;Tran;2019-07-08;;Production Technician I;Elizabeth Kaufman;jayleen.tran@bilearner.com;TNS;Active;Part-Time;Zone A;Temporary;Unk;;Production       ;Aerial;1958-09-16;MA;Laborer;Female;4 188;Widowed;Exceeds;3;79065
1 839;Aydin;Perry;2021-08-17;2022-08-31;Production Technician I;Joshua Glenn;aydin.perry@bilearner.com;PYZ;Active;Full-Time;Zone A;Part-Time;Voluntary;First sing others lot film anyone.;Production       ;People Services;1968-03-29;MA;Assistant;Female;74 361;Single;Exceeds;3;66970
1 840;Jenna;Casey;2021-01-08;;Production Technician I;Misty Brown;jenna.casey@bilearner.com;WBL;Active;Full-Time;Zone B;Part-Time;Unk;;Production       ;General - Eng;1969-08-07;MA;Drafter;Female;56 925;Single;Exceeds;3;61621
1 841;Remington;Bullock;2018-08-14;;Production Technician I;Brian Paul;remington.bullock@bilearner.com;NEL;Active;Contract;Zone B;Part-Time;Unk;;Production       ;Field Operations;1958-10-19;MA;Operator;Female;62 148;Widowed;Exceeds;3;68679
1 842;Delaney;Stewart;2021-07-30;;Production Technician I;Ricardo Harris;delaney.stewart@bilearner.com;PL;Active;Part-Time;Zone B;Temporary;Unk;;Production       ;General - Con;1998-05-10;MA;Coordinator;Male;20 467;Divorced;Exceeds;3;53488
1 843;Saige;Jones;2023-04-08;;Production Tech I;Samantha French;saige.jones@bilearner.com;BPC;Active;Full-Time;Zone C;Temporary;Unk;;Production       ;Eng;1963-01-12;MA;Engineer;Male;43 130;Married;Needs Improvement;3;90790
1 844;Camryn;Fritz;2019-09-11;;Production Technician I;Nicole Vasquez;camryn.fritz@bilearner.com;CCDR;Active;Part-Time;Zone A;Part-Time;Unk;;Production       ;General - Con;1964-11-23;MA;Model Assistant;Female;52 114;Single;Exceeds;3;76036
1 845;Amanda;Lambert;2020-03-05;2021-08-22;Production Technician I;Matthew Ramirez;amanda.lambert@bilearner.com;SVG;Active;Part-Time;Zone A;Temporary;Voluntary;Force leader remain machine place.;Production       ;Aerial;1941-12-23;MA;Laborer;Female;78 947;Single;Needs Improvement;3;69574
1 846;Winston;Callahan;2019-12-02;;Production Technician I;Sarah Delacruz;winston.callahan@bilearner.com;EW;Active;Full-Time;Zone C;Temporary;Unk;;Production       ;Aerial;1946-11-24;MA;Foreman;Male;85 558;Single;Needs Improvement;3;70555
1 847;Maverick;Lang;2022-12-03;2022-12-24;Production Technician I;Lee Lucas;maverick.lang@bilearner.com;MSC;Active;Full-Time;Zone C;Part-Time;Resignation;Beat scene dream because by who ok.;Production       ;Project Management - Con;2000-10-16;MA;Project Manager;Male;16 653;Divorced;Needs Improvement;3;67975
1 848;Harold;Reid;2021-12-23;;Production Tech I;Lisa Reed;harold.reid@bilearner.com;TNS;Active;Contract;Zone C;Part-Time;Unk;;Production       ;Engineers;2000-10-17;MA;Engineer;Male;40 621;Divorced;PIP;3;113544
1 849;Cindy;York;2022-01-28;;Production Technician I;Mary Conley;cindy.york@bilearner.com;PYZ;Active;Part-Time;Zone B;Full-Time;Unk;;Production       ;Project Management - Con;1960-05-28;MA;Project Manager;Female;31 815;Divorced;PIP;3;73963
1 850;Breanna;Cardenas;2019-12-15;2021-06-25;Production Technician I;Ashley Orozco;breanna.cardenas@bilearner.com;WBL;Voluntarily Terminated;Contract;Zone A;Full-Time;Voluntary;Food few generation seek outside.;Production       ;Aerial;1996-10-23;MA;Lineman;Female;78 073;Married;PIP;3;69121
1 851;Tripp;Blake;2021-11-11;2022-08-01;Production Tech I;Angelica Vazquez;tripp.blake@bilearner.com;NEL;Voluntarily Terminated;Full-Time;Zone B;Temporary;Retirement;Left how maintain structure these enter kitchen.;Production       ;General - Con;1967-10-29;MA;Laborer;Female;57 276;Single;PIP;3;57437
1 852;Elaine;Moon;2019-02-15;2023-07-28;Production Technician I;Christopher Ponce;elaine.moon@bilearner.com;PL;Voluntarily Terminated;Full-Time;Zone A;Part-Time;Voluntary;Fall share energy myself.;Production       ;General - Con;1981-10-18;MA;Technician;Female;47 682;Single;PIP;3;74088
1 853;Jaime;Morrow;2022-03-31;;Production Tech II;Tara Fields;jaime.morrow@bilearner.com;PYZ;Active;Contract;Zone B;Temporary;Unk;;Production       ;Wireline Construction;1957-12-24;MA;Lineman;Female;26 452;Divorced;PIP;3;74494
1 854;Leslie;Potts;2020-10-25;2022-04-18;Production Technician II;Joshua Evans;leslie.potts@bilearner.com;WBL;Active;Contract;Zone A;Full-Time;Involuntary;Fight ahead group.;Production       ;Shop (Fleet);1962-08-29;MA;Mechanic;Female;68 252;Married;PIP;3;59590
1 855;Keith;Haas;2022-07-25;2023-04-26;Production Tech II;Lisa Hernandez;keith.haas@bilearner.com;NEL;Voluntarily Terminated;Part-Time;Zone B;Part-Time;Retirement;Pretty line two she accept be.;Production       ;General - Con;1947-05-19;MA;Locator;Male;42 024;Married;Exceeds;3;60847
1 856;Matteo;Oneal;2021-08-02;;Production Tech II;Nancy Valdez;matteo.oneal@bilearner.com;PL;Active;Full-Time;Zone A;Full-Time;Unk;;Production       ;Field Operations;1972-09-19;MA;Technician;Female;45 723;Widowed;Exceeds;3;68767
1 857;Erik;Graham;2021-11-13;2023-03-17;Production Technician II;David Garcia;erik.graham@bilearner.com;BPC;Voluntarily Terminated;Contract;Zone C;Temporary;Involuntary;Have appear along within western city drug tough.;Production       ;Billable Consultants;1956-06-04;MA;Engineer;Male;93 336;Divorced;Exceeds;3;61049
1 858;Lailah;Haney;2019-05-07;2019-11-27;Production Tech I;Ryan Baker;lailah.haney@bilearner.com;TNS;Active;Contract;Zone A;Full-Time;Resignation;Reality line toward follow well able.;Production       ;Wireline Construction;1988-02-20;MA;Lineman;Female;16 981;Widowed;Exceeds;3;59640
1 859;Mohamed;Gay;2020-12-31;2021-03-04;Production Technician I;Tammy Poole;mohamed.gay@bilearner.com;PYZ;Active;Contract;Zone A;Part-Time;Voluntary;Article hope tree happy affect check people.;Production       ;Field Operations;1982-12-14;MA;Field Technician;Female;66 623;Married;Exceeds;3;70888
1 860;Frankie;Banks;2019-12-10;2020-03-07;Production Tech I;Jenna Perry;frankie.banks@bilearner.com;WBL;Voluntarily Terminated;Part-Time;Zone B;Full-Time;Involuntary;Entire list exactly control enough.;Production       ;Project Management - Con;2000-06-09;MA;Coordinator;Female;34 484;Divorced;Exceeds;3;75435
1 861;Lorelei;Glass;2020-06-11;;Production Tech I;Ana Harding;lorelei.glass@bilearner.com;NEL;Active;Contract;Zone A;Full-Time;Unk;;Production       ;Wireline Construction;1951-11-11;MA;Apprentice;Male;97 856;Widowed;Exceeds;3;65985
1 862;Marie;Moyer;2021-08-30;;Production Technician I;Thomas Davis;marie.moyer@bilearner.com;PL;Active;Full-Time;Zone C;Temporary;Unk;;Production       ;Aerial;1985-03-25;MA;Laborer;Male;25 103;Single;Exceeds;3;52851
1 863;Amari;Bowen;2019-11-04;2021-12-29;Production Technician I;Jennifer Boone;amari.bowen@bilearner.com;BPC;Active;Part-Time;Zone C;Full-Time;Involuntary;Nor director yard within car into final.;Production       ;Engineers;1987-09-18;MA;Engineer;Female;87 036;Single;Exceeds;3;105614
1 864;Prince;Dickerson;2023-06-03;2023-07-18;Production Technician I;Karen Smith;prince.dickerson@bilearner.com;CCDR;Active;Full-Time;Zone A;Temporary;Resignation;Take health either southern religious today.;Production       ;Field Ops;1972-05-26;MA;Splicer;Female;51 953;Married;Exceeds;3;74642
1 865;Lane;Church;2021-02-14;;Production Technician I;Jamie Anderson;lane.church@bilearner.com;SVG;Active;Part-Time;Zone C;Part-Time;Unk;;Production       ;Field Ops;1969-05-24;MA;Lineman;Female;67 354;Single;Exceeds;3;59863
1 866;Cassie;Nolan;2023-02-28;;Production Technician I;Kathleen Boyle;cassie.nolan@bilearner.com;EW;Active;Contract;Zone A;Temporary;Unk;;Production       ;Field Operations;1980-05-22;MA;Operator;Male;81 653;Divorced;Exceeds;3;72705
1 867;Mauricio;Buchanan;2021-01-09;2021-08-17;Production Technician I;Natalie Roman;mauricio.buchanan@bilearner.com;MSC;Active;Full-Time;Zone B;Temporary;Involuntary;Apply must visit street.;Production       ;Eng;1942-11-01;MA;Technician;Male;25 698;Divorced;Needs Improvement;3;94101
1 868;Briana;Wang;2022-03-22;2023-05-15;Production Technician I;Anthony Diaz;briana.wang@bilearner.com;TNS;Active;Part-Time;Zone A;Full-Time;Resignation;Always agree room animal drug.;Production       ;Field Operations;2000-11-28;MA;Laborer;Male;6 756;Single;Needs Improvement;3;72334
1 869;Salma;Blackwell;2019-11-11;;Production Tech I;Robert Adams;salma.blackwell@bilearner.com;PYZ;Active;Part-Time;Zone C;Temporary;Unk;;Production       ;Catv;1982-01-25;MA;Foreman;Female;70 511;Married;Exceeds;3;56759
1 870;Shelby;Frazier;2022-10-04;;Production Technician I;Steven Reid;shelby.frazier@bilearner.com;WBL;Active;Contract;Zone B;Full-Time;Unk;;Production       ;Engineers;1992-03-31;MA;Engineer;Female;73 361;Married;Fully Meets;3;118091
1 871;Lindsay;Becker;2021-08-23;;Production Technician I;Andrew Calderon;lindsay.becker@bilearner.com;NEL;Active;Contract;Zone C;Full-Time;Unk;;Production       ;WIRELINE CONSTRUCTION;1996-08-09;MA;Laborer;Female;51 310;Widowed;Fully Meets;3;52711
1 872;Reyna;Good;2022-12-05;2023-06-18;Production Tech I;Andrew Ball;reyna.good@bilearner.com;PL;Active;Full-Time;Zone B;Temporary;Retirement;General nature open.;Production       ;Field Operations;1972-12-21;MA;Laborer;Female;64 371;Married;Fully Meets;3;72397
1 873;Nathalie;Rivera;2019-07-20;2019-08-28;Production Technician II;Christine Larson;nathalie.rivera@bilearner.com;BPC;Active;Contract;Zone C;Temporary;Involuntary;Art professional rather move explain.;Production       ;Engineers;1960-01-23;MA;Technician;Female;76 588;Married;Fully Meets;3;110509
1 874;Saniyah;Schroeder;2021-11-05;;Production Tech II;Brenda Thompson;saniyah.schroeder@bilearner.com;CCDR;Active;Full-Time;Zone B;Part-Time;Unk;;Production       ;Technology / It;1960-12-08;MA;Technician;Male;35 018;Widowed;Fully Meets;3;1489070
1 875;Taylor;Mann;2021-01-04;2023-03-04;Production Technician II;Patricia Robbins;taylor.mann@bilearner.com;EW;Voluntarily Terminated;Full-Time;Zone C;Full-Time;Involuntary;Young finally can fact.;Production       ;General - Con;1953-08-01;MA;Foreman;Male;24 806;Single;Fully Meets;3;60634
1 876;Rylee;Stevenson;2022-10-14;2023-03-02;Production Technician II;Terry Stevens;rylee.stevenson@bilearner.com;MSC;Leave of Absence;Full-Time;Zone A;Part-Time;Resignation;Sound modern feel special me fish produce.;Production       ;Field Ops;1943-10-21;MA;Operator;Female;40 691;Single;Fully Meets;3;75921
1 877;Waylon;Pennington;2021-10-30;;Production Technician II;Rachel Paul;waylon.pennington@bilearner.com;NEL;Active;Part-Time;Zone A;Full-Time;Unk;;Production       ;General - Con;1961-05-17;MA;Foreman;Male;5 750;Married;Fully Meets;3;69650
1 878;Kobe;Crosby;2022-10-02;2023-06-28;Production Tech I;Elizabeth Miller;kobe.crosby@bilearner.com;WBL;Active;Part-Time;Zone B;Part-Time;Voluntary;Toward situation politics.;Production       ;Splicing;2001-06-17;MA;Manager;Female;78 562;Single;Fully Meets;3;78144
1 879;Carmen;Davidson;2018-11-25;2020-06-14;Production Technician I;David Vasquez;carmen.davidson@bilearner.com;BPC;Voluntarily Terminated;Part-Time;Zone B;Temporary;Involuntary;Key real fill never sing feeling.;Production       ;Engineers;1965-10-30;MA;Engineer;Female;56 517;Single;Fully Meets;3;112246
1 880;Sidney;Moran;2021-07-09;2023-01-28;Production Tech I;Alexandra Rice;sidney.moran@bilearner.com;CCDR;Voluntarily Terminated;Full-Time;Zone A;Full-Time;Voluntary;Within direction court hope security stuff early.;Production       ;Project Management - Con;1966-01-07;MA;Foreman;Female;10 781;Widowed;Fully Meets;3;73014
1 881;Alena;Bonilla;2019-05-01;;Production Technician I;Thomas Lee;alena.bonilla@bilearner.com;EW;Active;Full-Time;Zone B;Part-Time;Unk;;Production       ;Field Operations;2000-10-14;MA;Technician;Male;54 917;Single;Fully Meets;3;69548
1 882;Baron;Luna;2021-11-09;2023-01-13;Production Technician I;Christina Burgess;baron.luna@bilearner.com;MSC;Active;Full-Time;Zone A;Part-Time;Retirement;List try partner four tax.;Production       ;Fielders;1945-02-06;MA;Engineer;Female;91 039;Divorced;Fully Meets;3;67746
1 883;Giselle;Butler;2018-08-27;2019-03-23;Production Technician I;Regina Goodwin;giselle.butler@bilearner.com;NEL;Active;Full-Time;Zone B;Temporary;Voluntary;Unit computer what age career.;Production       ;Project Management - Con;1967-07-03;MA;Project Manager;Female;26 876;Single;Fully Meets;3;56650
1 884;Sophie;Horne;2019-03-16;;Production Tech I;Alicia Gonzalez;sophie.horne@bilearner.com;PL;Active;Part-Time;Zone C;Part-Time;Unk;;Production       ;General - Eng;2000-07-24;MA;Engineer;Female;57 831;Married;Fully Meets;3;54872
1 885;Jabari;Guerrero;2022-01-07;;Production Tech I;Peter Giles;jabari.guerrero@bilearner.com;PYZ;Active;Contract;Zone B;Full-Time;Unk;;Production       ;General - Con;1984-05-23;MA;Technician;Male;67 723;Married;Fully Meets;3;56102
1 886;Ahmed;Montgomery;2022-10-04;2023-03-05;Production Technician I;Daniel Guerra;ahmed.montgomery@bilearner.com;SVG;Active;Contract;Zone A;Temporary;Involuntary;Amount establish away part.;Production       ;Executive;1984-12-06;MA;Administrator;Male;79 888;Single;Fully Meets;3;219361
1 887;Esther;Spears;2022-03-23;;Production Tech I;Ashley Clark;esther.spears@bilearner.com;TNS;Active;Full-Time;Zone C;Full-Time;Unk;;Production       ;Field Ops;1997-09-13;MA;Tower Hand;Male;78 957;Divorced;Fully Meets;3;70336
1 888;Darian;Wall;2020-05-05;2023-07-25;Production Technician I;Veronica Murphy;darian.wall@bilearner.com;WBL;Active;Full-Time;Zone B;Temporary;Voluntary;History follow budget forget instead mind.;Production       ;Engineers;1947-12-26;MA;Engineer;Female;36 015;Married;Fully Meets;3;118270
1 889;Kaleb;Cole;2020-11-23;;Production Tech I;Kelsey Thompson;kaleb.cole@bilearner.com;PYZ;Active;Contract;Zone B;Temporary;Unk;;Production       ;General - Con;1957-02-14;MA;Laborer;Female;19 032;Divorced;Fully Meets;3;52072
1 890;Anthony;Terrell;2022-03-28;;Production Technician I;Cole Johns;anthony.terrell@bilearner.com;WBL;Active;Contract;Zone B;Full-Time;Unk;;Production       ;Splicing;1968-05-24;MA;Laborer;Female;55 466;Widowed;Fully Meets;3;77721
1 891;William;Douglas;2020-03-25;;Production Technician I;Wendy Elliott;william.douglas@bilearner.com;NEL;Active;Full-Time;Zone C;Full-Time;Unk;;Production       ;Aerial;1946-06-24;MA;Labor;Female;6 790;Married;Fully Meets;3;71830
1 892;Saniya;Buck;2018-08-07;;Production Tech II;Nicholas Anderson;saniya.buck@bilearner.com;TNS;Active;Contract;Zone A;Temporary;Unk;;Production       ;Aerial;1986-05-30;MA;Technician;Female;91 219;Single;Fully Meets;3;76889
